"","qid","label","description","timestamp","URL","title","e_init"
"349","Q349","sport","forms of competitive physical activity or games which, through casual or organized participation, maintain or improve physical ability and skills while providing enjoyment to participants, and in some cases, entertainment for spectators","2021-09-09 07:59:01","https://www.wikidata.org/wiki/Q349","https://www.q1universeismine.net#Q349",6.52
"350","Q350","Cambridge","city in Cambridgeshire, England","2021-09-09 07:59:01","https://www.wikidata.org/wiki/Q350","https://www.q1universeismine.net#Q350",6.51
"351","Q351","Yellowstone National Park","first national park in the world, located in Wyoming, Montana and Idaho, United States","2021-09-09 07:59:02","https://www.wikidata.org/wiki/Q351","https://www.q1universeismine.net#Q351",6.5
"352","Q352","Adolf Hitler","Austrian-born German politician, chancellor and Führer of Germany, leader of the Nazi Party (1889-1945)","2021-09-09 07:59:03","https://www.wikidata.org/wiki/Q352","https://www.q1universeismine.net#Q352",6.49
"353","Q353","Blanche of Castile","Spanish princess, queen consort of France","2021-09-09 07:59:04","https://www.wikidata.org/wiki/Q353","https://www.q1universeismine.net#Q353",6.48
"354","Q354","Piet Kraak","Dutch footballer (1921-1984)","2021-09-09 07:59:04","https://www.wikidata.org/wiki/Q354","https://www.q1universeismine.net#Q354",6.47
"355","Q355","Facebook","Facebook is an online social media and social networking service.","2021-09-09 07:59:04","https://www.wikidata.org/wiki/Q355","https://www.q1universeismine.net#Q355",6.46
"356","Q356","Google+","social networking service","2021-09-09 07:59:05","https://www.wikidata.org/wiki/Q356","https://www.q1universeismine.net#Q356",6.45
"357","Q357","Guantanamo Bay detention camp","United States military prison at the Guantanamo Bay Naval Base, Cuba","2021-09-09 07:59:05","https://www.wikidata.org/wiki/Q357","https://www.q1universeismine.net#Q357",6.44
"358","Q358","heritage site","general term for a site of cultural heritage for a specific country (please avoid as a P31 value except for large sites containing multiple entities)","2021-09-09 07:59:05","https://www.wikidata.org/wiki/Q358","https://www.q1universeismine.net#Q358",6.43
"359","Q359","WikiLeaks","international organization which publishes secret information","2021-09-09 07:59:06","https://www.wikidata.org/wiki/Q359","https://www.q1universeismine.net#Q359",6.42
"360","Q360","Julian Assange","Australian editor, activist, publisher and journalist","2021-09-09 07:59:07","https://www.wikidata.org/wiki/Q360","https://www.q1universeismine.net#Q360",6.41
"361","Q361","World War I","1914–1918 global war, centered in Europe, between the Allied and Central Powers","2021-09-09 07:59:07","https://www.wikidata.org/wiki/Q361","https://www.q1universeismine.net#Q361",6.4
"362","Q362","World War II","1939–1945 global war between the Allied and Axis Powers","2021-09-09 07:59:08","https://www.wikidata.org/wiki/Q362","https://www.q1universeismine.net#Q362",6.39
"363","Q363","World War III","hypothetical future global conflict","2021-09-09 07:59:08","https://www.wikidata.org/wiki/Q363","https://www.q1universeismine.net#Q363",6.38
"364","Q364","GitHub","hosting service for software projects using Git","2021-09-09 07:59:09","https://www.wikidata.org/wiki/Q364","https://www.q1universeismine.net#Q364",6.37
"365","Q365","Cologne","city in North Rhine-Westphalia, Germany","2021-09-09 07:59:10","https://www.wikidata.org/wiki/Q365","https://www.q1universeismine.net#Q365",6.36
"366","Q366","corruption","form of dishonesty or criminal offense undertaken by a person or organization entrusted with a position of authority, to acquire illicit benefit or abuse power for one's private gain","2021-09-09 07:59:10","https://www.wikidata.org/wiki/Q366","https://www.q1universeismine.net#Q366",6.35
"367","Q367","Wikibooks","free resource library of open-content textbooks written and edited by volunteers","2021-09-09 07:59:10","https://www.wikidata.org/wiki/Q367","https://www.q1universeismine.net#Q367",6.34
"368","Q368","Augusto Pinochet","Dictador, General, politician of Chile (1915-2006)","2021-09-09 07:59:11","https://www.wikidata.org/wiki/Q368","https://www.q1universeismine.net#Q368",6.33
"369","Q369","Wikiquote","free collection of quotes hosted by Wikimedia and edited by volunteers","2021-09-09 07:59:11","https://www.wikidata.org/wiki/Q369","https://www.q1universeismine.net#Q369",6.32
"370","Q370","Wikiversity","Wikiproject focused on learning, teaching, research, service and ideas materials and activities","2021-09-09 07:59:12","https://www.wikidata.org/wiki/Q370","https://www.q1universeismine.net#Q370",6.31
"371","Q371","!!!","dance-punk band from Sacramento, California, United States","2021-09-09 07:59:12","https://www.wikidata.org/wiki/Q371","https://www.q1universeismine.net#Q371",6.3
"372","Q372","We Live in Public","2009 documentary film","2021-09-09 07:59:12","https://www.wikidata.org/wiki/Q372","https://www.q1universeismine.net#Q372",6.29
"373","Q373","Wikivoyage","free travel guide that anyone can edit","2021-09-09 07:59:13","https://www.wikidata.org/wiki/Q373","https://www.q1universeismine.net#Q373",6.28
"374","Q374","vodka","distilled alcoholic beverage","2021-09-09 07:59:13","https://www.wikidata.org/wiki/Q374","https://www.q1universeismine.net#Q374",6.27
"375","Q375","waffle","batter- or dough-based food cooked between two patterned, shaped plates","2021-09-09 07:59:13","https://www.wikidata.org/wiki/Q375","https://www.q1universeismine.net#Q375",6.26
"376","Q376","clock","instrument that measures the passage of time","2021-09-09 07:59:14","https://www.wikidata.org/wiki/Q376","https://www.q1universeismine.net#Q376",6.25
"377","Q377","Yanka Kupala","Belarusian writer (1882-1942)","2021-09-09 07:59:15","https://www.wikidata.org/wiki/Q377","https://www.q1universeismine.net#Q377",6.24
"378","Q378","May","fifth month in the Julian and Gregorian calendars","2021-09-09 07:59:15","https://www.wikidata.org/wiki/Q378","https://www.q1universeismine.net#Q378",6.23
"379","Q379","František Plánička","Czech association football player (1904-1996)","2021-09-09 07:59:15","https://www.wikidata.org/wiki/Q379","https://www.q1universeismine.net#Q379",6.22
"380","Q380","Facebook, Inc.","American social media and technology company","2021-09-09 07:59:16","https://www.wikidata.org/wiki/Q380","https://www.q1universeismine.net#Q380",6.21
"381","Q381","Ubuntu","Debian-based Linux operating system","2021-09-09 07:59:17","https://www.wikidata.org/wiki/Q381","https://www.q1universeismine.net#Q381",6.2
"382","Q382","January","first month in the Julian and Gregorian calendars","2021-09-09 07:59:17","https://www.wikidata.org/wiki/Q382","https://www.q1universeismine.net#Q382",6.19
"383","Q383","January","first month in the Julian and Gregorian calendars","2021-09-09 07:59:18","https://www.wikidata.org/wiki/Q383","https://www.q1universeismine.net#Q383",6.18
"384","Q384","Skopje","capital city of North Macedonia","2021-09-09 07:59:18","https://www.wikidata.org/wiki/Q384","https://www.q1universeismine.net#Q384",6.17
"385","Q385","Gdynia","city in Pomeranian Voivodeship, Poland","2021-09-09 07:59:19","https://www.wikidata.org/wiki/Q385","https://www.q1universeismine.net#Q385",6.16
"386","Q386","Bixi","bicycle-sharing system","2021-09-09 07:59:19","https://www.wikidata.org/wiki/Q386","https://www.q1universeismine.net#Q386",6.15
"387","Q387","Old Bazaar","bazaar in Skopje, North Macedonia","2021-09-09 07:59:19","https://www.wikidata.org/wiki/Q387","https://www.q1universeismine.net#Q387",6.14
"388","Q388","Linux","family of Unix-like operating systems that use the Linux kernel and are open source","2021-09-09 07:59:20","https://www.wikidata.org/wiki/Q388","https://www.q1universeismine.net#Q388",6.13
"389","Q389","Andrew and variants","male name, and its local variations","2021-09-09 07:59:20","https://www.wikidata.org/wiki/Q389","https://www.q1universeismine.net#Q389",6.12
"390","Q390","Valdemar","Wikimedia disambiguation page","2021-09-09 07:59:20","https://www.wikidata.org/wiki/Q390","https://www.q1universeismine.net#Q390",6.11
"391","Q391","Saint Catherine Street","primary commercial artery of downtown Montreal, Quebec, Canada","2021-09-09 07:59:20","https://www.wikidata.org/wiki/Q391","https://www.q1universeismine.net#Q391",6.1
"392","Q392","Bob Dylan","American recording artist, singer-songwriter, musician, author, artist and Nobel Laureate in 2016","2021-09-09 07:59:21","https://www.wikidata.org/wiki/Q392","https://www.q1universeismine.net#Q392",6.09
"393","Q393","Szczecin","capital city of the West Pomeranian Voivodeship, Poland","2021-09-09 07:59:22","https://www.wikidata.org/wiki/Q393","https://www.q1universeismine.net#Q393",6.08
"394","Q394","metrology","science of measurement and its application","2021-09-09 07:59:22","https://www.wikidata.org/wiki/Q394","https://www.q1universeismine.net#Q394",6.07
"395","Q395","mathematics","science of abstract objects and structures","2021-09-09 07:59:23","https://www.wikidata.org/wiki/Q395","https://www.q1universeismine.net#Q395",6.06
"396","Q396","U2","Irish rock band","2021-09-09 07:59:24","https://www.wikidata.org/wiki/Q396","https://www.q1universeismine.net#Q396",6.05
"397","Q397","Latin","Indo-European language of the Italic branch","2021-09-09 07:59:24","https://www.wikidata.org/wiki/Q397","https://www.q1universeismine.net#Q397",6.04
"398","Q398","Bahrain","sovereign state in Southwest Asia","2021-09-09 07:59:25","https://www.wikidata.org/wiki/Q398","https://www.q1universeismine.net#Q398",6.03
"399","Q399","Armenia","sovereign state in the South Caucasus region of Eurasia","2021-09-09 07:59:26","https://www.wikidata.org/wiki/Q399","https://www.q1universeismine.net#Q399",6.02
"400","Q400","Jenna Jameson","American entrepreneur, webcam model, and pornographic actress","2021-09-09 07:59:27","https://www.wikidata.org/wiki/Q400","https://www.q1universeismine.net#Q400",6.01
"401","Q401","cuneiform","ancient writing system used for many languages, including Akkadian and Hittite","2021-09-09 07:59:27","https://www.wikidata.org/wiki/Q401","https://www.q1universeismine.net#Q401",6
"402","Q402","Higgs boson","elementary particle transmitting the Higgs field giving particles mass","2021-09-09 07:59:27","https://www.wikidata.org/wiki/Q402","https://www.q1universeismine.net#Q402",5.99
"403","Q403","Serbia","country in southeastern Europe","2021-09-09 07:59:28","https://www.wikidata.org/wiki/Q403","https://www.q1universeismine.net#Q403",5.98
"404","Q404","mathematics","science of abstract objects and structures","2021-09-09 07:59:29","https://www.wikidata.org/wiki/Q404","https://www.q1universeismine.net#Q404",5.97
"405","Q405","Moon","only natural satellite of Earth","2021-09-09 07:59:30","https://www.wikidata.org/wiki/Q405","https://www.q1universeismine.net#Q405",5.96
"406","Q406","Istanbul","largest city in Turkey","2021-09-09 07:59:30","https://www.wikidata.org/wiki/Q406","https://www.q1universeismine.net#Q406",5.95
"407","Q407","Linda Lovelace","American pornographic actress, later anti-porn activist","2021-09-09 07:59:31","https://www.wikidata.org/wiki/Q407","https://www.q1universeismine.net#Q407",5.94
"408","Q408","Australia","country in the Southern Hemisphere","2021-09-09 07:59:33","https://www.wikidata.org/wiki/Q408","https://www.q1universeismine.net#Q408",5.93
"409","Q409","Bob Marley","Jamaican singer, songwriter and musician","2021-09-09 07:59:34","https://www.wikidata.org/wiki/Q409","https://www.q1universeismine.net#Q409",5.92
"410","Q410","Carl Sagan","American astrophysicist, cosmologist, author and science educator","2021-09-09 07:59:34","https://www.wikidata.org/wiki/Q410","https://www.q1universeismine.net#Q410",5.91
"411","Q411","astrobiology","study of the formation of life on Earth and elsewhere","2021-09-09 07:59:35","https://www.wikidata.org/wiki/Q411","https://www.q1universeismine.net#Q411",5.9
"412","Q412","Pioneer plaque","plaque attached to the Pioneer 10 and Pioneer 11 spacecraft in case extraterrestrial life finds them","2021-09-09 07:59:35","https://www.wikidata.org/wiki/Q412","https://www.q1universeismine.net#Q412",5.89
"413","Q413","physics","study of matter and its motion, along with related concepts such as energy and force","2021-09-09 07:59:36","https://www.wikidata.org/wiki/Q413","https://www.q1universeismine.net#Q413",5.88
"414","Q414","Argentina","sovereign state in South America","2021-09-09 07:59:37","https://www.wikidata.org/wiki/Q414","https://www.q1universeismine.net#Q414",5.87
"415","Q415","Silbo Gomero","whistled language","2021-09-09 07:59:37","https://www.wikidata.org/wiki/Q415","https://www.q1universeismine.net#Q415",5.86
"416","Q416","disk magazine","electronic magazine to be read using computers","2021-09-09 07:59:37","https://www.wikidata.org/wiki/Q416","https://www.q1universeismine.net#Q416",5.85
"417","Q417","biology","branch of science that primarily deals with structure, function, growth, evolution, and distribution of organisms","2021-09-09 07:59:38","https://www.wikidata.org/wiki/Q417","https://www.q1universeismine.net#Q417",5.84
"418","Q418","telecommunication","electronic transmission of information between locations","2021-09-09 07:59:38","https://www.wikidata.org/wiki/Q418","https://www.q1universeismine.net#Q418",5.83
"419","Q419","Peru","sovereign state in South America","2021-09-09 07:59:39","https://www.wikidata.org/wiki/Q419","https://www.q1universeismine.net#Q419",5.82
"420","Q420","biology","branch of science that primarily deals with structure, function, growth, evolution, and distribution of organisms","2021-09-09 07:59:40","https://www.wikidata.org/wiki/Q420","https://www.q1universeismine.net#Q420",5.81
"421","Q421","unidentified flying object","unusual apparent anomaly in the sky that is not readily identifiable","2021-09-09 07:59:40","https://www.wikidata.org/wiki/Q421","https://www.q1universeismine.net#Q421",5.8
"422","Q422","Muséum de Toulouse","Natural history museum in Toulouse, France","2021-09-09 07:59:41","https://www.wikidata.org/wiki/Q422","https://www.q1universeismine.net#Q422",5.79
"423","Q423","North Korea","sovereign state in East Asia","2021-09-09 07:59:42","https://www.wikidata.org/wiki/Q423","https://www.q1universeismine.net#Q423",5.78
"424","Q424","Cambodia","sovereign state in Southeast Asia","2021-09-09 07:59:43","https://www.wikidata.org/wiki/Q424","https://www.q1universeismine.net#Q424",5.77
"425","Q425","Betsiboka River","river in central-north Madagascar","2021-09-09 07:59:44","https://www.wikidata.org/wiki/Q425","https://www.q1universeismine.net#Q425",5.76
"426","Q426","animal rights","idea that the needs of non-human animals should be afforded the same consideration as those of human beings","2021-09-09 07:59:44","https://www.wikidata.org/wiki/Q426","https://www.q1universeismine.net#Q426",5.75
"427","Q427","Kuiper belt","area of the Solar System beyond the planetary orbits comprising small bodies","2021-09-09 07:59:44","https://www.wikidata.org/wiki/Q427","https://www.q1universeismine.net#Q427",5.74
"428","Q428","Quran","central religious text of Islam","2021-09-09 07:59:45","https://www.wikidata.org/wiki/Q428","https://www.q1universeismine.net#Q428",5.73
"429","Q429","Pcim","Polish village in Lesser Poland Voivodeship","2021-09-09 07:59:45","https://www.wikidata.org/wiki/Q429","https://www.q1universeismine.net#Q429",5.72
"430","Q430","dinosaur","clade of reptiles including prehistoric, now-extinct non-avian dinosaurs and modern birds","2021-09-09 07:59:46","https://www.wikidata.org/wiki/Q430","https://www.q1universeismine.net#Q430",5.71
"431","Q431","zoology","study of the animal kingdom","2021-09-09 07:59:46","https://www.wikidata.org/wiki/Q431","https://www.q1universeismine.net#Q431",5.7
"432","Q432","Islam","monotheistic religion, founded by Muhammad in the 7th century, based on the teachings of the Quran and the hadiths","2021-09-09 07:59:47","https://www.wikidata.org/wiki/Q432","https://www.q1universeismine.net#Q432",5.69
"433","Q433","Gmina Kurów","Polish rural gmina in Lublin Voivodeship","2021-09-09 07:59:47","https://www.wikidata.org/wiki/Q433","https://www.q1universeismine.net#Q433",5.68
"434","Q434","Pyrus","genus of plants","2021-09-09 07:59:48","https://www.wikidata.org/wiki/Q434","https://www.q1universeismine.net#Q434",5.67
"435","Q435","Library of Alexandria","one of the largest libraries in the ancient world, located in Alexandria, Egypt","2021-09-09 07:59:48","https://www.wikidata.org/wiki/Q435","https://www.q1universeismine.net#Q435",5.66
"436","Q436","Szczebrzeszyn","city in Lublin Voivodeship, Poland","2021-09-09 07:59:48","https://www.wikidata.org/wiki/Q436","https://www.q1universeismine.net#Q436",5.65
"437","Q437","Ljubljana","capital city of Slovenia","2021-09-09 07:59:49","https://www.wikidata.org/wiki/Q437","https://www.q1universeismine.net#Q437",5.64
"438","Q438","Vrhnika","city in Slovenia","2021-09-09 07:59:49","https://www.wikidata.org/wiki/Q438","https://www.q1universeismine.net#Q438",5.63
"439","Q439","Wąchock","town in Świętokrzyskie Voivodeship, Poland","2021-09-09 07:59:50","https://www.wikidata.org/wiki/Q439","https://www.q1universeismine.net#Q439",5.62
"440","Q440","Salvador Allende","28th president of Chile (1908–1973)","2021-09-09 07:59:50","https://www.wikidata.org/wiki/Q440","https://www.q1universeismine.net#Q440",5.61
"441","Q441","botany","science of plant life","2021-09-09 07:59:51","https://www.wikidata.org/wiki/Q441","https://www.q1universeismine.net#Q441",5.6
"442","Q442","Pliny, Natural History","encyclopedia published circa AD 77–79 by Pliny the Elder","2021-09-09 07:59:51","https://www.wikidata.org/wiki/Q442","https://www.q1universeismine.net#Q442",5.59
"443","Q443","Ich bin ein Berliner","speech given by John F. Kennedy in West Berlin in June 1963","2021-09-09 07:59:52","https://www.wikidata.org/wiki/Q443","https://www.q1universeismine.net#Q443",5.58
"444","Q444","Lech Wałęsa","statesman, pro-democracy activist, and former president of Poland","2021-09-09 07:59:52","https://www.wikidata.org/wiki/Q444","https://www.q1universeismine.net#Q444",5.57
"445","Q445","Bibliotheca universalis","1545–49 listing of all the books printed in Latin, Greek, or Hebrew then known","2021-09-09 07:59:53","https://www.wikidata.org/wiki/Q445","https://www.q1universeismine.net#Q445",5.56
"446","Q446","wheel","circular item that rotates about an axial bearing; one of the six simple machines","2021-09-09 07:59:53","https://www.wikidata.org/wiki/Q446","https://www.q1universeismine.net#Q446",5.55
"447","Q447","Encyclopédie","general encyclopedia published in Paris, France between 1751 and 1772","2021-09-09 07:59:53","https://www.wikidata.org/wiki/Q447","https://www.q1universeismine.net#Q447",5.54
"448","Q448","Denis Diderot","French Enlightenment philosopher and encyclopædist (1713-1784)","2021-09-09 07:59:54","https://www.wikidata.org/wiki/Q448","https://www.q1universeismine.net#Q448",5.53
"449","Q449","Georges Brassens","French singer-songwriter and poet","2021-09-09 07:59:55","https://www.wikidata.org/wiki/Q449","https://www.q1universeismine.net#Q449",5.52
"450","Q450","mind","combination of cognitive faculties that provides consciousness, thinking, reasoning, perception, and judgement in humans and potentially other life forms","2021-09-09 07:59:55","https://www.wikidata.org/wiki/Q450","https://www.q1universeismine.net#Q450",5.51
"451","Q451","Mundaneum","institution aimed to gather together all the world's knowledge","2021-09-09 07:59:56","https://www.wikidata.org/wiki/Q451","https://www.q1universeismine.net#Q451",5.5
"452","Q452","52-hertz whale","individual whale which has been detected calling at 52 Hz, far above the normal whale vocal range","2021-09-09 07:59:56","https://www.wikidata.org/wiki/Q452","https://www.q1universeismine.net#Q452",5.49
"453","Q453","Borken","town in the district of Borken, in North Rhine-Westphalia, Germany","2021-09-09 07:59:56","https://www.wikidata.org/wiki/Q453","https://www.q1universeismine.net#Q453",5.48
"454","Q454","peace","state of harmony characterized by lack of violent conflict and freedom from fear of violence","2021-09-09 07:59:57","https://www.wikidata.org/wiki/Q454","https://www.q1universeismine.net#Q454",5.47
"455","Q455","Encyclopædia Britannica","general knowledge English-language encyclopaedia, first published in Scotland in 1768","2021-09-09 07:59:57","https://www.wikidata.org/wiki/Q455","https://www.q1universeismine.net#Q455",5.46
"456","Q456","Lyon","commune in the metropolis of Lyon, France","2021-09-09 07:59:58","https://www.wikidata.org/wiki/Q456","https://www.q1universeismine.net#Q456",5.45
"457","Q457","Poissy","commune in Yvelines, France","2021-09-09 07:59:58","https://www.wikidata.org/wiki/Q457","https://www.q1universeismine.net#Q457",5.44
"458","Q458","European Union","economic and political union of 27 states mostly located in Europe","2021-09-09 07:59:59","https://www.wikidata.org/wiki/Q458","https://www.q1universeismine.net#Q458",5.43
"459","Q459","Plovdiv","second-largest city in Bulgaria","2021-09-09 08:00:00","https://www.wikidata.org/wiki/Q459","https://www.q1universeismine.net#Q459",5.42
"460","Q460","Interpedia","one of the first online encyclopedias ever built","2021-09-09 08:00:00","https://www.wikidata.org/wiki/Q460","https://www.q1universeismine.net#Q460",5.41
"461","Q461","Internet Archive","U.S. non-profit organization","2021-09-09 08:00:01","https://www.wikidata.org/wiki/Q461","https://www.q1universeismine.net#Q461",5.4
"462","Q462","Star Wars","epic science fantasy space opera saga and media franchise","2021-09-09 08:00:01","https://www.wikidata.org/wiki/Q462","https://www.q1universeismine.net#Q462",5.39
"463","Q463","Rhône-Alpes","former administrative region of France","2021-09-09 08:00:02","https://www.wikidata.org/wiki/Q463","https://www.q1universeismine.net#Q463",5.38
"464","Q464","Philipp Ludwig von Seidel","German mathematician","2021-09-09 08:00:02","https://www.wikidata.org/wiki/Q464","https://www.q1universeismine.net#Q464",5.37
"465","Q465","DBpedia","online database project","2021-09-09 08:00:02","https://www.wikidata.org/wiki/Q465","https://www.q1universeismine.net#Q465",5.36
"466","Q466","World Wide Web","system of interlinked hypertext documents accessed via the Internet","2021-09-09 08:00:03","https://www.wikidata.org/wiki/Q466","https://www.q1universeismine.net#Q466",5.35
"467","Q467","woman","female adult human","2021-09-09 08:00:03","https://www.wikidata.org/wiki/Q467","https://www.q1universeismine.net#Q467",5.34
"468","Q468","Encyclopedia Galactica","fictional encyclopædia in several science-fiction universes","2021-09-09 08:00:04","https://www.wikidata.org/wiki/Q468","https://www.q1universeismine.net#Q468",5.33
"469","Q469","Dyson sphere","hypothetical megastructure, originally described by Freeman Dyson","2021-09-09 08:00:04","https://www.wikidata.org/wiki/Q469","https://www.q1universeismine.net#Q469",5.32
"470","Q470","World Brain","collection of essays by H. G. Wells","2021-09-09 08:00:04","https://www.wikidata.org/wiki/Q470","https://www.q1universeismine.net#Q470",5.31
"471","Q471","Memex","hypothetical proto-hypertext system that was first described by Vannevar Bush in 1945","2021-09-09 08:00:04","https://www.wikidata.org/wiki/Q471","https://www.q1universeismine.net#Q471",5.3
"472","Q472","Sofia","capital city of Bulgaria","2021-09-09 08:00:05","https://www.wikidata.org/wiki/Q472","https://www.q1universeismine.net#Q472",5.29
"473","Q473","The Library of Babel","short story by Jorge Luis Borges","2021-09-09 08:00:05","https://www.wikidata.org/wiki/Q473","https://www.q1universeismine.net#Q473",5.28
"474","Q474","aqueduct","structure constructed to convey water","2021-09-09 08:00:06","https://www.wikidata.org/wiki/Q474","https://www.q1universeismine.net#Q474",5.27
"475","Q475","Eduardo Frei Montalva","President of Chile (1911-1982)","2021-09-09 08:00:06","https://www.wikidata.org/wiki/Q475","https://www.q1universeismine.net#Q475",5.26
"476","Q476","Ñ","letter of the modern Latin alphabet, formed by an N with a diacritical tilde","2021-09-09 08:00:06","https://www.wikidata.org/wiki/Q476","https://www.q1universeismine.net#Q476",5.25
"477","Q477","Istanbul","largest city in Turkey","2021-09-09 08:00:07","https://www.wikidata.org/wiki/Q477","https://www.q1universeismine.net#Q477",5.24
"478","Q478","Derval","commune in Loire-Atlantique, France","2021-09-09 08:00:08","https://www.wikidata.org/wiki/Q478","https://www.q1universeismine.net#Q478",5.23
"479","Q479","God","principal object of faith in monotheistic religions; a divine entity that supervises all existence","2021-09-09 08:00:08","https://www.wikidata.org/wiki/Q479","https://www.q1universeismine.net#Q479",5.22
"480","Q480","Don Quixote","1605 novel by Miguel de Cervantes","2021-09-09 08:00:09","https://www.wikidata.org/wiki/Q480","https://www.q1universeismine.net#Q480",5.21
"481","Q481",".xxx","sponsored top-level Internet domain intended for pornographic websites","2021-09-09 08:00:09","https://www.wikidata.org/wiki/Q481","https://www.q1universeismine.net#Q481",5.2
"482","Q482","poetry","form of literary art","2021-09-09 08:00:09","https://www.wikidata.org/wiki/Q482","https://www.q1universeismine.net#Q482",5.19
"483","Q483","Megaupload","former Hong Kong–based company","2021-09-09 08:00:10","https://www.wikidata.org/wiki/Q483","https://www.q1universeismine.net#Q483",5.18
"484","Q484","laziness","disinclination to activity or exertion","2021-09-09 08:00:10","https://www.wikidata.org/wiki/Q484","https://www.q1universeismine.net#Q484",5.17
"485","Q485","computer virus","type of computer program that, when executed, replicates itself by modifying other computer programs and inserting its own code","2021-09-09 08:00:11","https://www.wikidata.org/wiki/Q485","https://www.q1universeismine.net#Q485",5.16
"486","Q486","Chernobyl disaster","1986 nuclear accident in Soviet Ukraine","2021-09-09 08:00:11","https://www.wikidata.org/wiki/Q486","https://www.q1universeismine.net#Q486",5.15
"487","Q487","smile","conscious or subconscious facial muscular movement conveying mirth or pleasure","2021-09-09 08:00:11","https://www.wikidata.org/wiki/Q487","https://www.q1universeismine.net#Q487",5.14
"488","Q488","atomic bombings of Hiroshima and Nagasaki","use of atomic weapons by the United States against Japan towards the end of World War II","2021-09-09 08:00:12","https://www.wikidata.org/wiki/Q488","https://www.q1universeismine.net#Q488",5.13
"489","Q489","Bill Maher","American stand-up comedian and television host","2021-09-09 08:00:12","https://www.wikidata.org/wiki/Q489","https://www.q1universeismine.net#Q489",5.12
"490","Q490","Milan","Italian city","2021-09-09 08:00:13","https://www.wikidata.org/wiki/Q490","https://www.q1universeismine.net#Q490",5.11
"491","Q491","friendship","relationship between people who have mutual affection for each other","2021-09-09 08:00:14","https://www.wikidata.org/wiki/Q491","https://www.q1universeismine.net#Q491",5.1
"492","Q492","memory","mental faculties and processes involved in storing and retrieving information","2021-09-09 08:00:14","https://www.wikidata.org/wiki/Q492","https://www.q1universeismine.net#Q492",5.09
"493","Q493","Arthur Rimbaud","19th century French poet who influenced modern literature and arts, and prefigured surrealism","2021-09-09 08:00:15","https://www.wikidata.org/wiki/Q493","https://www.q1universeismine.net#Q493",5.08
"494","Q494","Beakman's World","educational children's television show","2021-09-09 08:00:15","https://www.wikidata.org/wiki/Q494","https://www.q1universeismine.net#Q494",5.07
"495","Q495","Turin","city and commune in Italy","2021-09-09 08:00:16","https://www.wikidata.org/wiki/Q495","https://www.q1universeismine.net#Q495",5.06
"496","Q496","feces","solid or semisolid remains of the food that could not be digested, from any animal","2021-09-09 08:00:16","https://www.wikidata.org/wiki/Q496","https://www.q1universeismine.net#Q496",5.05
"497","Q497","anus","opening at the opposite end of an animal's digestive tract from its mouth","2021-09-09 08:00:16","https://www.wikidata.org/wiki/Q497","https://www.q1universeismine.net#Q497",5.04
"498","Q498","Ulrich Frédéric Woldemar, Comte de Lowendal","German-born French soldier and statesmen (1700-1755)","2021-09-09 08:00:17","https://www.wikidata.org/wiki/Q498","https://www.q1universeismine.net#Q498",5.03
"499","Q499","armpit","area of the human body beneath the joint between arm and torso","2021-09-09 08:00:17","https://www.wikidata.org/wiki/Q499","https://www.q1universeismine.net#Q499",5.02
"500","Q500","Citrus ×limon","nothospecies of plant","2021-09-09 08:00:18","https://www.wikidata.org/wiki/Q500","https://www.q1universeismine.net#Q500",5.01
"501","Q501","Charles Baudelaire","French poet, essayist and art critic (1821-1867)","2021-09-09 08:00:18","https://www.wikidata.org/wiki/Q501","https://www.q1universeismine.net#Q501",5
"502","Q502","Stendhal","19th century French writer","2021-09-09 08:00:19","https://www.wikidata.org/wiki/Q502","https://www.q1universeismine.net#Q502",4.99
"503","Q503","banana","elongated, edible fruit produced by several kinds of large herbaceous flowering plants in the genus Musa","2021-09-09 08:00:20","https://www.wikidata.org/wiki/Q503","https://www.q1universeismine.net#Q503",4.98
"504","Q504","Émile Zola","French writer","2021-09-09 08:00:21","https://www.wikidata.org/wiki/Q504","https://www.q1universeismine.net#Q504",4.97
"505","Q505","666","year","2021-09-09 08:00:21","https://www.wikidata.org/wiki/Q505","https://www.q1universeismine.net#Q505",4.96
"506","Q506","flower","sexual reproductive structure found on flowering plants","2021-09-09 08:00:21","https://www.wikidata.org/wiki/Q506","https://www.q1universeismine.net#Q506",4.95
"507","Q507","googol","large number defined as ten to the power of 100","2021-09-09 08:00:22","https://www.wikidata.org/wiki/Q507","https://www.q1universeismine.net#Q507",4.94
"508","Q508","googolplex","large number defined as ten to the power of one googol","2021-09-09 08:00:22","https://www.wikidata.org/wiki/Q508","https://www.q1universeismine.net#Q508",4.93
"509","Q509","Lugdunum","museum about Roman Gaul in Lyon, France","2021-09-09 08:00:23","https://www.wikidata.org/wiki/Q509","https://www.q1universeismine.net#Q509",4.92
"510","Q510","Mariana Trench","deepest part of Earth's oceans","2021-09-09 08:00:23","https://www.wikidata.org/wiki/Q510","https://www.q1universeismine.net#Q510",4.91
"511","Q511","Museum of Fine Arts of Lyon","art museum in Lyon, France","2021-09-09 08:00:24","https://www.wikidata.org/wiki/Q511","https://www.q1universeismine.net#Q511",4.9
"512","Q512","Vladimir Vysotsky","Soviet singer, songwriter, poet and actor","2021-09-09 08:00:24","https://www.wikidata.org/wiki/Q512","https://www.q1universeismine.net#Q512",4.89
